dimension,sitc2,score,sitc2_label
6,00,3.34076479027949,00 - Live animals chiefly for food
6,94,0.306426919699625,"94 - Animals, live, n.e.s., (including zoo animals, pets, insects, etc)"
6,01,47.2298709289417,01 - Meat and meat preparations
6,03,7.24069447428752,"03 - Fish, crustacean and molluscs, and preparations thereof"
6,02,35.4687875281341,02 - Dairy products and birds' eggs
6,06,4.74511451501018,"06 - Sugar, sugar preparations and honey"
6,09,22.6097291998358,09 - Miscellaneous edible products and preparations
6,29,16.5572135915966,"29 - Crude animal and vegetable materials, n.e.s."
6,05,21.3554328659774,05 - Vegetables and fruit
6,07,20.8937053610555,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
6,04,22.9436154594839,04 - Cereals and cereal preparations
6,59,58.3279907284828,"59 - Chemical materials and products, n.e.s."
6,22,0.425307469586038,22 - Oil seeds and oleaginous fruit
6,08,11.2727276806485,08 - Feeding stuff for animals (not including unmilled cereals)
6,58,74.106438782355,"58 - Artificial resins and plastic materials, and cellulose esters and ethers"
6,26,4.13593339050382,26 - Textile fibres (not wool tops) and their wastes (not manufactured into yarn or fabric)
6,41,0.69691054925657,41 - Animal oils and fats
6,42,7.27751658216758,42 - Fixed vegetable oils and fats
6,43,3.19123882586187,"43 - Animal and vegetable oils and fats, processed, and waxes of animal or vegetable origin"
6,51,173.846134308314,51 - Organic chemicals
6,11,37.3204356648198,11 - Beverages
6,12,7.42922617628752,12 - Tobacco and tobacco manufactures
6,27,3.84418800733364,"27 - Crude fertilizer and crude minerals (excluding coal, petroleum and precious stones)"
6,66,49.0944882874615,"66 - Non-metallic mineral manufactures, n.e.s."
6,28,24.0479262446508,28 - Metalliferous ores and metal scrap
6,32,3.14460796739524,"32 - Coal, coke and briquettes"
6,34,28.9168268165628,"34 - Gas, natural and manufactured"
6,33,37.7490848329705,"33 - Petroleum, petroleum products and related materials"
6,35,9.60667674880905,35 - Electric current
6,52,25.1182630192431,52 - Inorganic chemicals
6,68,48.7954400022454,68 - Non-ferrous metals
6,54,317.839078147381,54 - Medicinal and pharmaceutical products
6,89,109.491431848558,"89 - Miscellaneous manufactured articles, n.e.s."
6,56,1.90684374270363,"56 - Fertilizers, manufactured"
6,53,19.822028735782,"53 - Dyeing, tanning and colouring materials"
6,55,50.410906370366,55 - Oils and perfume materials; toilet and cleansing preparations
6,57,0.737325948697489,57 - Explosives and pyrotechnic products
6,88,45.0603497773908,"88 - Photographic equipment and supplies and optical goods, n.e.s.; watches and clocks"
6,87,76.0305093911573,"87 - Professional, scientific and controlling instruments and apparatus, n.e.s."
6,84,30.6865718437785,84 - Articles of apparel and clothing accessories
6,23,4.81820725810331,23 - Crude rubber (including synthetic and reclaimed)
6,62,11.1086084131599,"62 - Rubber manufactures, n.e.s."
6,21,7.72307811802069,"21 - Hides, skins and furskins, raw"
6,61,2.61444182003283,"61 - Leather, leather manufactures, n.e.s., and dressed furskins"
6,83,7.00198603473009,"83 - Travel goods, handbags and similar containers"
6,24,8.82780478882919,24 - Cork and wood
