hs6,dimension,score,sitc2,sitc2_label
100590,1,1.43839458695,04,04 - Cereals and cereal preparations
100610,1,0.0193380162832923,04,04 - Cereals and cereal preparations
100620,1,0.0522244393235003,04,04 - Cereals and cereal preparations
100630,1,0.551856447028322,04,04 - Cereals and cereal preparations
100640,1,0.02092918783635,04,04 - Cereals and cereal preparations
100700,1,0.00426119044017043,,
100810,1,0.00638568583771055,04,04 - Cereals and cereal preparations
100820,1,0.00834055846560048,,
100830,1,0.000794379231506223,04,04 - Cereals and cereal preparations
100890,1,0.0572496130405488,04,04 - Cereals and cereal preparations
110100,1,0.249457610781431,04,04 - Cereals and cereal preparations
110210,1,0.0257981331598025,,
110220,1,0.00498716241839563,04,04 - Cereals and cereal preparations
110290,1,0.0501178393855842,04,04 - Cereals and cereal preparations
110311,1,0.0681688080534788,04,04 - Cereals and cereal preparations
110313,1,0.00706673660550294,04,04 - Cereals and cereal preparations
110319,1,0.00272975297991659,04,04 - Cereals and cereal preparations
110320,1,0.0495578028613932,04,04 - Cereals and cereal preparations
110412,1,0.0188652913512188,04,04 - Cereals and cereal preparations
110419,1,0.0154467263521829,04,04 - Cereals and cereal preparations
110422,1,0.00752084377916833,04,04 - Cereals and cereal preparations
110423,1,0.00598818036574368,04,04 - Cereals and cereal preparations
110429,1,0.0278067020259243,04,04 - Cereals and cereal preparations
110430,1,0.0221100380305438,04,04 - Cereals and cereal preparations
110510,1,0.00916871811156978,05,05 - Vegetables and fruit
110520,1,0.0443679267573508,05,05 - Vegetables and fruit
110610,1,0.0016900080340833,05,05 - Vegetables and fruit
110620,1,0.000436408868317078,05,05 - Vegetables and fruit
110630,1,0.00261202836497028,05,05 - Vegetables and fruit
110710,1,0.235314128770235,04,04 - Cereals and cereal preparations
110720,1,0.00855947009683943,04,04 - Cereals and cereal preparations
110811,1,0.0521411271277662,59,"59 - Chemical materials and products, n.e.s."
110812,1,0.117904155025153,59,"59 - Chemical materials and products, n.e.s."
110813,1,0.0469898995648361,59,"59 - Chemical materials and products, n.e.s."
110814,1,0.00589585529584456,59,"59 - Chemical materials and products, n.e.s."
110819,1,0.00511246479716209,59,"59 - Chemical materials and products, n.e.s."
110820,1,0.00691310185847122,59,"59 - Chemical materials and products, n.e.s."
110900,1,0.0204130552896061,59,"59 - Chemical materials and products, n.e.s."
